incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,elevation,slope,aspect,vegetation_type_code,previous_fire_count,wind_speed_current,rel_humidity_current,temperature_current,fuel_moisture_100hr_current,fuel_moisture_1000hr_current,wind_speed_1wk_avg,rel_humidity_1wk_avg,temperature_1wk_avg,fuel_moisture_1000hr_1wk_avg,fuel_moisture_100hr_1wk_avg,wind_speed_2wk_avg,rel_humidity_2wk_avg,temperature_2wk_avg,fuel_moisture_1000hr_2wk_avg,fuel_moisture_100hr_2wk_avg,wind_speed_4wk_avg,rel_humidity_4wk_avg,temperature_4wk_avg,fuel_moisture_1000hr_4wk_avg,fuel_moisture_100hr_4wk_avg
Rock Fire,Y,2019-01-04T09:38:00Z,2018-07-21T15:50:00Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"off Chimney Rock Rd and Gage Irving Rd, south of Lake Nacimiento (San Luis Obispo County)",30,100,,CAL FIRE San Luis Obispo Unit,-120.95157,35.68539,,5b5274df-2cb7-402e-b002-778cce00ac1d,https://www.fire.ca.gov/incidents/2018/7/21/rock-fire/,2019-01-04T09:38:00Z,2019-01-04,2018-07-21,N,true,false,258.94580078125,16.066828300015032,173.67236361317683,,,3.4000000953674316,82.0999984741211,309.1000061035156,9.300000190734863,9.300000190734863,3.0,79.57499694824219,310.1000061035156,9.175000190734863,8.262499809265137,3.619999885559082,70.73999786376953,310.2933349609375,9.453332901000977,7.6533331871032715,3.4724137783050537,76.99310302734375,308.0517272949219,10.027585983276367,8.844827651977539
Mustang Fire,Y,2019-01-04T09:38:00Z,2018-07-21T15:01:00Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"Paso Robles Rd & Adelaida Rd, west of Paso Robles",37,100,,CAL FIRE San Luis Obispo Unit,-120.71907,35.64917,,a710f41c-aa03-41e1-813f-a98812aea01b,https://www.fire.ca.gov/incidents/2018/7/21/mustang-fire/,2019-01-04T09:38:00Z,2019-01-04,2018-07-21,N,true,false,310.01434326171875,7.233072364086517,45.656185168895675,,,3.4000000953674316,100.0,306.5,12.5,10.800000190734863,2.950000047683716,92.63749694824219,307.8500061035156,10.462499618530273,10.699999809265137,3.5199999809265137,78.93333435058594,308.5333251953125,10.546667098999023,9.193333625793457,3.379310369491577,84.36551666259766,305.6620788574219,11.017241477966309,10.420689582824707
Country Fire,Y,2019-01-04T09:37:00Z,2018-07-22T13:06:00Z,Unified Command: CAL FIRE Santa Clara Unit and Milpitas Fire Department,,Santa Clara,County Club Rd & N Park Victoria Rd in Milpitas ,320,100,All previously closed roads have been reopened. There is still heavy fire apparatus traffic in the area. Extreme caution is advised for people driving in the area.,"Unified Command: CAL FIRE Santa Clara Unit and Milpitas Fire Department, CHP, Fremont FD, Milpitas PD, San Francisco Public Utilities, Santa Clara County (OES, Parks, Sheriff), South Bay Incident Management Team (Mountain View FD, San Jose FD, Santa Clara Co FD), Spring Valley Fire Department",-121.88807,37.449425,,0dd9bca6-35b9-4a75-8f3b-a5e57e1b90e7,https://www.fire.ca.gov/incidents/2018/7/22/country-fire/,2019-01-04T09:37:00Z,2019-01-04,2018-07-22,N,true,false,14.954411506652832,3.5054230811649543,217.2670023575703,,,3.200000047683716,83.30000305175781,300.6000061035156,10.5,9.699999809265137,3.737499952316284,75.82499694824219,302.25,9.662500381469727,9.587499618530273,3.799999952316284,74.33999633789062,302.260009765625,9.680000305175781,9.033332824707031,3.8586206436157227,73.472412109375,301.24481201171875,10.06551742553711,9.141379356384277
Heart Fire,Y,2019-01-04T09:37:00Z,2018-07-21T16:22:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Hwy 101 at mile marker 38, west of Redwood Valley (Mendocino County) ",67,100,,CAL FIRE Mendocino Unit,-123.258319,39.279833,,fb7f7795-ede7-40cc-acf6-3ee6e761d0a9,https://www.fire.ca.gov/incidents/2018/7/21/heart-fire/,2019-01-04T09:37:00Z,2019-01-04,2018-07-21,N,true,false,285.45916748046875,3.2090529309600333,160.65587166069207,,,2.700000047683716,68.80000305175781,308.79998779296875,7.0,9.5,4.849999904632568,65.51249694824219,311.13751220703125,10.162500381469727,8.199999809265137,5.193333148956299,73.59333038330078,309.0799865722656,10.460000038146973,9.066666603088379,5.968965530395508,75.01724243164062,307.61724853515625,11.06551742553711,8.979310035705566
Horse Creek Fire,Y,2019-01-04T09:39:00Z,2018-07-19T16:25:00Z,Sequoia Kings National Park,,Tulare,"Mineral King Rd, Ash Mountain area",34,100,,Sequoia Kings National Park,-118.70443,36.42638,,f6693336-817b-4424-8aea-1c966fae5e23,https://www.fire.ca.gov/incidents/2018/7/19/horse-creek-fire/,2019-01-04T09:39:00Z,2019-01-04,2018-07-19,N,false,false,1788.616455078125,16.917696783151282,316.01229887583446,,,1.100000023841858,46.70000076293945,302.70001220703125,6.300000190734863,6.5,1.587499976158142,53.47500228881836,304.7250061035156,6.512499809265137,6.612500190734863,1.9866666793823242,45.893333435058594,304.8999938964844,6.513333320617676,5.9066667556762695,2.2413792610168457,43.70000076293945,304.0655212402344,6.924138069152832,5.741379261016846
Carr Fire,Y,2022-10-24T10:31:23Z,2018-07-23T13:15:00Z,"Unified Command: CAL FIRE Shasta-Trinity Unit, US Forest Service and NPS Whiskeytown National Recreation Area",,"Shasta, Trinity","Hwy 299 and Carr Powerhouse Rd, Whiskeytown",229651,100,,"Unified Command: CAL FIRE Shasta-Trinity Unit, US Forest Service and NPS Whiskeytown National Recreation Area, PG&E, CHP, CAL OES, Bureau of Land Management, CCC, CDCR",-122.62357,40.65428,Wildfire,240b1f55-0f4e-448d-a4ce-3ecfec7a6c9d,https://www.fire.ca.gov/incidents/2018/7/23/carr-fire/,2018-08-30T09:37:00Z,2018-08-30,2018-07-23,N,true,false,399.0291748046875,14.901611885618697,267.94777784937327,,1,1.2999999523162842,51.900001525878906,312.29998779296875,5.199999809265137,5.900000095367432,2.0999999046325684,38.900001525878906,312.6000061035156,6.087500095367432,4.824999809265137,2.0799999237060547,45.35333251953125,311.760009765625,6.313333511352539,5.226666450500488,2.7827587127685547,46.75172424316406,309.3241271972656,6.758620738983154,5.362069129943848
Pico Fire,Y,2019-01-04T09:37:00Z,2018-07-23T12:55:00Z,Los Angeles County Fire Department ,,Los Angeles,"off West Pico Canyon Rd and Potrero Canyon Rd, Stevenson Ranch area",128,100,,Los Angeles County Fire Department ,-118.60441,34.38039,,6e0b516c-9da1-4ff7-a0ce-3251b2cbabb9,https://www.fire.ca.gov/incidents/2018/7/23/pico-fire/,2019-01-04T09:37:00Z,2019-01-04,2018-07-23,N,true,false,472.5673522949219,7.20933527626729,12.331425644308101,,2,2.4000000953674316,59.099998474121094,313.1000061035156,9.899999618530273,10.300000190734863,3.012500047683716,82.1500015258789,307.2749938964844,10.212499618530273,11.024999618530273,3.0866665840148926,78.54000091552734,307.70001220703125,10.073332786560059,9.74666690826416,3.120689630508423,75.84827423095703,306.60345458984375,10.551724433898926,9.917241096496582
Martinez Fire,Y,2019-01-04T09:36:00Z,2018-07-23T14:55:00Z,CAL FIRE Riverside County Fire,,Riverside,"Off Martinez Road & Avenue 66, Thermal",40,100,,CAL FIRE Riverside County Fire,-116.154398,33.56921,,e18c9556-706f-4bb7-b908-e7b44293923d,https://www.fire.ca.gov/incidents/2018/7/23/martinez-fire/,2019-01-04T09:36:00Z,2019-01-04,2018-07-23,N,true,false,-47.7071647644043,0.5849062545648517,107.36636091656815,,,2.4000000953674316,43.70000076293945,322.1000061035156,7.099999904632568,6.5,2.75,63.41250228881836,315.92498779296875,6.162499904632568,7.974999904632568,2.619999885559082,62.459999084472656,315.3466796875,5.760000228881836,7.446666717529297,2.8344826698303223,50.06551742553711,315.6965637207031,5.39310359954834,5.8655171394348145
Ridge Fire,Y,2019-01-04T09:11:00Z,2018-09-02T14:02:00Z,CAL FIRE Sonoma-Lake-Napa Unit,,Lake,"Highland Springs Rd & Old Toll Rd, Kelseyville",36,100,,CAL FIRE Sonoma-Lake-Napa Unit,-122.97222,38.981389,,9b9b6d81-9590-48a0-a750-fc7da05bfecc,https://www.fire.ca.gov/incidents/2018/9/2/ridge-fire/,2019-01-04T09:11:00Z,2019-01-04,2018-09-02,N,true,false,664.6835327148438,14.25290727047508,45.658328572379794,,,5.5,47.29999923706055,307.79998779296875,7.800000190734863,7.699999809265137,5.150000095367432,67.0,301.6000061035156,7.412499904632568,9.475000381469727,4.853333473205566,62.79999923706055,301.9800109863281,6.953333377838135,8.319999694824219,5.679310321807861,58.7931022644043,303.6413879394531,6.641379356384277,7.386207103729248
Crestline Fire,Y,2019-01-04T09:36:00Z,2018-07-24T15:24:00Z,CAL FIRE Shasta-Trinity Unit,,Shasta,"Crest Line Dr and Hunt Rd, Montgomery Creek, west of Burney",51,100,,"CAL FIRE Shasta-Trinity Unit, Shasta County Fire Department, California Highway Patrol, Shasta County Sherriff’s Office, Cal OES",-121.90215,40.824,,2fdf2c14-77b4-458c-96fc-bd883dec3ad3,https://www.fire.ca.gov/incidents/2018/7/24/crestline-fire/,2019-01-04T09:36:00Z,2019-01-04,2018-07-24,N,true,false,840.5958251953125,2.1885740798684368,292.9093466419789,,1,2.299999952316284,45.79999923706055,309.79998779296875,6.0,6.599999904632568,2.7249999046325684,33.0625,309.1499938964844,6.824999809265137,5.300000190734863,2.5933332443237305,38.28666687011719,308.6199951171875,7.146666526794434,5.733333110809326,3.120689630508423,40.59654998779297,306.25860595703125,7.800000190734863,5.958620548248291
Roxie Fire (Formerly 1-1 Fire),Y,2019-01-04T09:35:00Z,2018-07-24T16:02:00Z,CAL FIRE Lassen-Modoc Unit / Lassen National Forest,,Lassen,"Roxie Peconom Campground, west of Willard Cr, 10 mi west of Susanville",167,100,,"CAL FIRE Lassen-Modoc Unit / Lassen National Forest, US Forest Service, BLM, Susan River FD, Susanville City FD, Janesville FD, Lake Forest FD, Sierra Army Depot, CCC, Milford FD, Lassen County Sheriff.",-120.82497,40.34822,,a18ed51c-1083-4f48-ab1b-6ae0c5454073,https://www.fire.ca.gov/incidents/2018/7/24/roxie-fire-formerly-1-1-fire/,2019-01-04T09:35:00Z,2019-01-04,2018-07-24,N,true,false,1612.0426025390625,7.354281755482149,338.454605680596,,1,3.299999952316284,58.099998474121094,305.3999938964844,6.699999809265137,7.099999904632568,3.299999952316284,49.9375,304.7124938964844,7.25,6.012499809265137,3.1666667461395264,53.02666473388672,304.1600036621094,7.526666641235352,6.179999828338623,3.7517242431640625,53.641380310058594,301.88275146484375,8.217241287231445,6.3310346603393555
Church Fire,Y,2019-01-04T09:33:00Z,2018-07-25T16:14:00Z,CAL FIRE Santa Clara Unit,,Santa Clara,"Monterey Road and Church Ave, San Martin",20,100,,CAL FIRE Santa Clara Unit,-121.600023,37.07793,,655b2bde-09c6-43b8-9cdb-43096bcf1155,https://www.fire.ca.gov/incidents/2018/7/25/church-fire/,2019-01-04T09:33:00Z,2019-01-04,2018-07-25,N,true,false,84.02252197265625,0.469518914538351,94.82009701090861,,,5.699999809265137,73.30000305175781,311.0,10.800000190734863,11.899999618530273,4.099999904632568,94.07499694824219,306.61248779296875,11.9375,12.324999809265137,3.7733333110809326,92.99333190917969,304.9666748046875,11.826666831970215,11.9399995803833,4.027585983276367,87.04827880859375,303.8206787109375,12.0482759475708,11.60689640045166
Marsh Fire,Y,2019-10-25T09:49:20Z,2018-07-25T14:41:00Z,Unified Command: CAL FIRE Santa Clara Unit & East Contra Costa Fire,,Contra Costa,"Marsh Creek Rd and  Bragdon way, east of Mount Diablo ",247,100,,"Unified Command: CAL FIRE Santa Clara Unit & East Contra Costa Fire, East Contra Costa Fire Protection District, Contra Costa County Fire Protection District, East Bay Regional Parks, Moraga Orinda Fire Protection District, San Ramon Valley Fire Protection District, Contra Costa County Sheriffs Office, California Highway Patrol, Contra Costa County Animal Services, Alameda County Fire Department and Marin County Fire Department.",-121.85847,37.89612,Wildfire,df681456-a50e-4400-a95a-77533a0978ba,https://www.fire.ca.gov/incidents/2018/7/25/marsh-fire/,2019-01-04T09:34:00Z,2019-01-04,2018-07-25,N,true,false,198.7842559814453,7.4341058323916815,247.95311450552816,,,4.699999809265137,62.400001525878906,309.29998779296875,7.699999809265137,8.600000381469727,4.675000190734863,70.3499984741211,306.42498779296875,8.6875,8.1875,4.599999904632568,72.5,305.8599853515625,8.786666870117188,8.226666450500488,4.658620834350586,71.55517578125,304.44482421875,9.117240905761719,8.362069129943848
Hidden Fire,Y,2019-01-04T09:35:00Z,2018-07-25T14:11:00Z,CAL FIRE San Benito-Monterey Unit,,San Benito,"Hidden Valley Rd & Cienega Rd, south of Hollister",39,100,,CAL FIRE San Benito-Monterey Unit,-121.40604,36.796,,708b3dde-3f1a-4813-8501-8a52bf3b1d9c,https://www.fire.ca.gov/incidents/2018/7/25/hidden-fire/,2019-01-04T09:35:00Z,2019-01-04,2018-07-25,N,true,false,159.86505126953125,13.25559277119786,278.5145637935398,,,5.0,71.0999984741211,311.3999938964844,10.800000190734863,12.0,3.862499952316284,93.94999694824219,304.54998779296875,13.0,13.850000381469727,3.62666654586792,93.62666320800781,303.02667236328125,12.74666690826416,13.079999923706055,3.9137930870056152,87.64827728271484,302.3241271972656,13.010344505310059,12.658620834350586
Patterson Fire,Y,2019-01-04T09:34:00Z,2018-07-25T16:05:00Z,CAL FIRE Santa Clara Unit,,Alameda,"Patterson Pass Road and Midway Rd, Altamont ",34,100,,CAL FIRE Santa Clara Unit,-121.55604,37.71173,,f306893c-d6b5-4d68-a2a3-4a306822e041,https://www.fire.ca.gov/incidents/2018/7/25/patterson-fire/,2019-01-04T09:34:00Z,2019-01-04,2018-07-25,N,true,false,110.985107421875,5.182712604141507,340.42670173876144,,,4.5,63.099998474121094,310.5,8.0,8.5,3.9749999046325684,73.9625015258789,309.51251220703125,8.625,8.487500190734863,3.8399999141693115,74.41999816894531,308.94000244140625,8.65333366394043,8.306666374206543,3.9000000953674316,72.43448638916016,307.7551574707031,8.965517044067383,8.217241287231445
Western Fire,Y,2019-01-04T09:26:00Z,2018-08-01T15:53:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Off Highway 101, south of Hopland",106,100,,CAL FIRE Mendocino Unit,-123.0496,38.8802,,9d63cbd8-7dbf-4b2d-918d-036e3a282d2d,https://www.fire.ca.gov/incidents/2018/8/1/western-fire/,2019-01-04T09:26:00Z,2019-01-04,2018-08-01,N,true,false,141.48306274414062,16.702272228646716,184.87955099128197,,,9.0,70.0,309.29998779296875,6.5,8.199999809265137,8.399999618530273,62.5,311.73748779296875,8.524999618530273,6.512499809265137,7.079999923706055,63.16666793823242,311.4066467285156,8.90666675567627,7.059999942779541,6.627586364746094,70.73793029785156,309.31378173828125,9.427586555480957,8.331034660339355
Pasqual Fire,Y,2019-01-04T09:32:00Z,2018-07-27T13:28:00Z,Unified Command: CAL FIRE San Diego County Fire Authority and San Diego County Fire ,,San Diego,"San Pasqual Valley Rd, west of Ramona",365,100,,Unified Command: CAL FIRE San Diego County Fire Authority and San Diego County Fire ,-116.91845,33.07892,,2b56b06d-46d6-43f2-b474-2598dd163e82,https://www.fire.ca.gov/incidents/2018/7/27/pasqual-fire/,2019-01-04T09:32:00Z,2019-01-04,2018-07-27,N,true,false,357.8365173339844,11.861525770565379,301.0790559068628,,1,2.200000047683716,90.19999694824219,311.29998779296875,11.100000381469727,12.199999809265137,2.7125000953674316,87.57499694824219,308.7250061035156,12.524999618530273,12.100000381469727,2.640000104904175,90.04000091552734,307.55999755859375,12.520000457763672,12.260000228881836,2.693103551864624,87.47930908203125,306.9068908691406,12.868965148925781,12.10689640045166
Ribbon Fire,Y,2019-01-04T09:33:00Z,2018-07-26T10:12:00Z,Bureau of Indian Affairs - CAL FIRE / Riverside County Fire,,Riverside,Highway 74 and Ribbonwood Dr. near Pinyon,205,100,,Bureau of Indian Affairs - CAL FIRE / Riverside County Fire,-116.500058,33.571763,,1f942827-c242-49a1-bccd-f2375be91ad9,https://www.fire.ca.gov/incidents/2018/7/26/ribbon-fire/,2019-01-04T09:33:00Z,2019-01-04,2018-07-26,N,true,false,1332.035888671875,5.38204341852603,343.2188534699699,,,3.0,38.099998474121094,309.3999938964844,6.099999904632568,8.100000381469727,2.9375,59.98749923706055,307.3125,8.574999809265137,8.837499618530273,2.7799999713897705,61.48666763305664,306.11334228515625,8.460000038146973,9.213333129882812,2.8310344219207764,54.15862274169922,304.9862060546875,7.337931156158447,7.565516948699951
Parrots Fire,Y,2019-01-04T09:24:00Z,2018-08-05T04:19:00Z,CAL FIRE Tuolumne-Calaveras Unit,,Calaveras,"Parrots Ferry Rd x Camp 9 Rd, South of the community of Vallecito",136,100,,CAL FIRE Tuolumne-Calaveras Unit,-120.46078,38.08424,,190306eb-357b-40d2-9871-92cdd8784332,https://www.fire.ca.gov/incidents/2018/8/5/parrots-fire/,2019-01-04T09:24:00Z,2019-01-04,2018-08-05,N,true,false,549.7188110351562,6.018709872119536,349.463012200366,,,2.9000000953674316,53.29999923706055,306.20001220703125,5.900000095367432,7.0,3.125,44.86249923706055,308.3374938964844,7.337500095367432,5.650000095367432,3.3399999141693115,50.400001525878906,309.09332275390625,7.713333606719971,6.5333333015441895,3.0275862216949463,54.06551742553711,309.0793151855469,8.120689392089844,6.724137783050537
Wagner Fire,Y,2019-10-25T10:10:14Z,2018-08-04T13:57:00Z,CAL FIRE Madera-Mariposa-Merced ,,Mariposa,"Texas Hill Rd and Bondurant Mine Rd, east of Coulterville",22,100,,CAL FIRE Madera-Mariposa-Merced ,-120.0545,37.69965,Wildfire,deb9364c-ab73-4661-b287-2ffc1797296e,https://www.fire.ca.gov/incidents/2018/8/4/wagner-fire/,2019-01-04T09:24:00Z,2019-01-04,2018-08-04,N,true,false,683.721923828125,33.88695148705083,178.37234618759192,,1,4.400000095367432,51.79999923706055,307.5,5.400000095367432,6.5,2.887500047683716,45.88750076293945,308.7124938964844,6.724999904632568,5.5,2.9666666984558105,52.279998779296875,308.71331787109375,6.9666666984558105,6.273333549499512,2.768965482711792,52.88965606689453,308.8517150878906,7.2103447914123535,6.241379261016846
Creek Fire,Y,2019-01-04T09:25:00Z,2018-08-04T17:32:00Z,CAL FIRE Santa Clara Unit,,Alameda,"Welch Creek Rd and Geary Rd., southeast of Sunol",30,100,,CAL FIRE Santa Clara Unit,-121.79733,37.533026,,6bc7ef6f-2d81-4bdc-ab41-9db6af9d4abb,https://www.fire.ca.gov/incidents/2018/8/4/creek-fire/,2019-01-04T09:25:00Z,2019-01-04,2018-08-04,N,true,false,634.0741577148438,11.152795833323069,252.49174520913874,,,4.599999904632568,45.79999923706055,303.20001220703125,6.199999809265137,7.199999809265137,4.112500190734863,44.29999923706055,302.63751220703125,7.362500190734863,6.137499809265137,4.053333282470703,48.56666564941406,302.9333190917969,7.646667003631592,6.613333225250244,3.955172300338745,48.589656829833984,302.96551513671875,8.134483337402344,6.613792896270752
Tarina Fire,Y,2022-10-24T10:29:19Z,2018-08-03T14:48:00Z,Kern County Fire Department,,Kern,"Breckenridge Rd & Comanche Dr, east of Bakersfield",3156,100,,Kern County Fire Department,-118.83556,35.37444,,676aa48b-d962-4026-a354-db047f14233f,https://www.fire.ca.gov/incidents/2018/8/3/tarina-fire/,2019-01-04T09:26:00Z,2019-01-04,2018-08-03,N,true,false,274.1910095214844,9.002378634571754,314.47444536244154,,,4.0,38.20000076293945,312.29998779296875,4.599999904632568,5.300000190734863,3.8125,34.662498474121094,313.1000061035156,5.412499904632568,4.487500190734863,3.7866666316986084,40.939998626708984,312.70001220703125,5.586666584014893,5.313333511352539,3.7206897735595703,41.55862045288086,312.45172119140625,5.565517425537109,5.306896686553955
Ranch Fire (Mendocino Complex),Y,2022-10-24T10:23:14Z,2018-07-27T12:05:00Z,USFS Mendocino National Forest ,,"Colusa, Mendocino, Glenn, Lake","off Highway 20 near Potter Valley, northeast of Ukiah ",410203,100,,"USFS Mendocino National Forest , Potter Valley Fire, Redwood Valley Fire, Ukiah Fire, California Office of Emergency Services, California Department of Corrections and Rehabilitation, Lake County Sheriff’s Office, Mendocino County Sheriff’s Office, Colusa County Sheriff’s Office, Glenn County Sheriff’s Office, California Highway Patrol, Pilsbury FPD, Australia and New Zealand Fire, Bureau of Land Management, Bureau of Indian Affairs, Department of Defense, US Fish and Wildlife, National Park Service, Hopland Fire, Lakeport Fire, PG&E, AT&T, California Conservation Corps, North Shore Fire, American Red Cross, Kelseyville Fire, California State Parks, Cal Water, Lake County Farm Bureau, Nevada Division of Forestry, Nevada Department of Corrections and additional agencies from throughout California and other States",-123.103367,39.243283,Wildfire,90b0daf7-5d84-42d9-bb35-bb78d4faf950,https://www.fire.ca.gov/incidents/2018/7/27/ranch-fire-mendocino-complex/,2019-01-04T09:33:00Z,2019-01-04,2018-07-27,N,true,false,431.4362487792969,15.633805716950066,182.42618008027668,,1,5.800000190734863,55.099998474121094,311.0,6.0,7.800000190734863,4.425000190734863,58.099998474121094,310.42498779296875,8.175000190734863,6.375,4.599999904632568,61.2599983215332,310.4200134277344,8.59333324432373,7.166666507720947,5.148275852203369,65.56206512451172,308.3448181152344,9.062068939208984,7.520689487457275
Balch Fire,Y,2019-01-04T09:33:00Z,2018-07-27T12:14:00Z,CAL FIRE Tulare Unit,,Tulare,"off Balch Park Road and Yokohl Drive, northeast of Porterville",100,100,,CAL FIRE Tulare Unit,-118.82989,36.21634,,e775e724-0a1b-4156-a477-623031c09b0e,https://www.fire.ca.gov/incidents/2018/7/27/balch-fire/,2019-01-04T09:33:00Z,2019-01-04,2018-07-27,N,true,false,618.8201904296875,3.214384093229187,158.90618457722397,,,3.4000000953674316,30.600000381469727,310.20001220703125,5.0,6.0,3.2750000953674316,45.8125,308.9125061035156,6.125,6.300000190734863,2.993333339691162,47.03333282470703,309.0,6.059999942779541,6.333333492279053,3.0862069129943848,44.29655075073242,307.97930908203125,6.017241477966309,5.7896552085876465
River Fire (Mendocino Complex),Y,2022-10-24T10:22:31Z,2018-07-27T13:01:00Z,Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest ,,"Colusa, Lake, Mendocino","Old River Rd, near Mile Marker Post 7.9, Hopland ",48920,100,,"Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest , Potter Valley Fire, Redwood Valley Fire, Ukiah Fire, California Office of Emergency Services, California Department of Corrections and Rehabilitation, California SR Patrol, Lake County Sheriff’s Office, Mendocino County Sheriff’s Office, Colusa County Sheriff’s Office, Glenn County Sheriff’s Office, California Highway Patrol, Australia and New Zealand Fire, Bureau of Land Management, Hopland Fire, Lakeport Fire, PG&E, AT&T, California Conservation Corps, and additional agencies from throughout California and other States.",-123.11971,39.04786,Wildfire,af30fe23-6cfd-4fd6-b2d9-91648eeae814,https://www.fire.ca.gov/incidents/2018/7/27/river-fire-mendocino-complex/,2019-01-04T09:18:00Z,2019-01-04,2018-07-27,N,true,false,301.498779296875,3.8344101759564473,197.02464367712813,,1,9.100000381469727,31.799999237060547,306.8999938964844,4.5,6.0,7.0,52.337501525878906,310.42498779296875,7.449999809265137,5.787499904632568,7.3466668128967285,54.686668395996094,310.6000061035156,7.833333492279053,6.473333358764648,8.079310417175293,59.865516662597656,308.2930908203125,8.244827270507812,6.875862121582031
Breckenridge Fire,Y,2019-01-04T09:32:00Z,2018-07-27T16:12:00Z,Kern County Fire Department,,Kern,"off Breckenridge Road and Tarina Ct, east of Bakersfield",993,100,,Kern County Fire Department,-118.817934,35.387408,,53a9be88-6d10-483e-8dc7-59cb84326ab8,https://www.fire.ca.gov/incidents/2018/7/27/breckenridge-fire/,2019-01-04T09:32:00Z,2019-01-04,2018-07-27,N,true,false,326.033935546875,7.829891890162871,293.0784957555645,,,3.799999952316284,33.900001525878906,313.3999938964844,5.0,5.800000190734863,3.625,48.337501525878906,312.23748779296875,5.925000190734863,6.300000190734863,3.4800000190734863,49.32666778564453,312.5333251953125,5.820000171661377,6.159999847412109,3.548275947570801,46.437931060791016,311.64483642578125,5.7862067222595215,5.662068843841553
Whaleback Fire,Y,2019-01-04T09:32:00Z,2018-07-27T13:32:00Z,Unified Command: CAL FIRE and USFS Lassen National Forest,,Lassen,"off Whaleback Mountain and Antelope Valley Road, West of Spaulding",18703,100,,Unified Command: CAL FIRE and USFS Lassen National Forest,-120.868091,40.633536,,684ded31-5a60-4c05-bbdb-2fb913ca0041,https://www.fire.ca.gov/incidents/2018/7/27/whaleback-fire/,2019-01-04T09:32:00Z,2019-01-04,2018-07-27,N,true,false,2103.35693359375,3.99112525029738,265.81940843674744,,1,3.5,38.20000076293945,304.8999938964844,5.699999809265137,7.300000190734863,3.325000047683716,50.349998474121094,303.82501220703125,7.5,5.974999904632568,3.1600000858306885,51.073333740234375,303.6533203125,7.8466668128967285,6.166666507720947,3.544827699661255,54.062068939208984,301.65863037109375,8.710345268249512,6.424138069152832
Natchez Fire,Y,2019-01-04T09:42:00Z,2018-07-15T18:30:00Z,USFS Rogue River-Siskiyou National Forest,,,"southeast of Cave Junction, OR",38134,100,,USFS Rogue River-Siskiyou National Forest,-123.54642,41.95113,,9bc283c4-6011-4488-b8ec-a85db51dc137,https://www.fire.ca.gov/incidents/2018/7/15/natchez-fire/,2019-01-04T09:42:00Z,2019-01-04,2018-07-15,N,false,false,1447.702880859375,39.74944185028109,317.9741800894732,,1,2.200000047683716,46.599998474121094,303.20001220703125,7.699999809265137,10.0,3.137500047683716,57.92499923706055,300.9624938964844,10.524999618530273,8.912500381469727,3.193333387374878,62.27333450317383,298.88665771484375,10.833333015441895,8.966667175292969,3.313793182373047,62.900001525878906,298.248291015625,11.868965148925781,9.031034469604492
Donnell Fire,Y,2019-01-04T09:26:00Z,2018-08-01T17:48:00Z,Stanislaus National Forest,,Tuolumne,"Near Hwy 108, Donnell Lake area in the Carson Iceburg Wilderness",36450,100,,Stanislaus National Forest,-119.929,38.349,,c62fc5e2-2340-49b7-b3d8-b883a266827f,https://www.fire.ca.gov/incidents/2018/8/1/donnell-fire/,2019-01-04T09:26:00Z,2019-01-04,2018-08-01,N,false,false,1509.896728515625,16.74199058526809,84.60552056387526,,1,3.5,46.20000076293945,303.5,5.599999904632568,6.900000095367432,2.424999952316284,40.61249923706055,304.26251220703125,7.212500095367432,6.099999904632568,2.253333330154419,52.32666778564453,303.6066589355469,7.2866668701171875,7.0333333015441895,2.848275899887085,53.96896743774414,302.96551513671875,7.2482757568359375,6.982758522033691
Owens Fire,Y,2019-01-04T09:29:00Z,2018-07-31T15:07:00Z,Inyo National Forest,,Inyo,"Owens River Rd & Indiana Summit Rd, north of Mammoth Lakes",338,100,,Inyo National Forest,-118.970443,37.735461,,574b0b35-4c66-44ac-8797-3eadf09e495d,https://www.fire.ca.gov/incidents/2018/7/31/owens-fire/,2019-01-04T09:29:00Z,2019-01-04,2018-07-31,N,false,false,2291.002197265625,1.2495106715333637,284.81824504710426,,,2.299999952316284,60.900001525878906,302.3999938964844,7.699999809265137,9.100000381469727,1.9874999523162842,66.17500305175781,303.2875061035156,9.612500190734863,9.024999618530273,1.9133332967758179,76.41999816894531,302.760009765625,9.526666641235352,10.146666526794434,2.424137830734253,76.1137924194336,301.6689758300781,8.90000057220459,9.582758903503418
